job_title,company_name,salary,date_of_post,summary,job_link
UI (Designer/Developer),Ekagga Technologies & Services,,06-12-2020,Strong graphic design skills especially with mobile.,https://in.indeed.com/rc/clk?jk=4e78216efe7bc352&fccid=4e3df1d1c049bd08&vjs=3
Web Developer/Software Developer,EduBridge Learning Private Limited,"INR 10,000 - INR 20,000 a month",06-12-2020,"India produces over 60,00,000 graduates every year, but only a few are employable and get jobs.",https://in.indeed.com/rc/clk?jk=c3eb4f8e043db6c7&fccid=dff6e82636b778a4&vjs=3
Hubspot Developer,Terralogic Vietnam,,06-12-2020,You are well versed with all HubSpot modules and can utilize them effectively to build websites.,https://in.indeed.com/rc/clk?jk=937b3eebac598a36&fccid=45980a929e9d6ab1&vjs=3
Senior Web Developer,ShreeMeru Enterprises,"INR 15,000 - INR 25,000 a month",06-12-2020,Note: This position is applicable for 2 to 4 years experienced candidates only.,https://in.indeed.com/rc/clk?jk=6584547680137cb3&fccid=ad2085bad1a5a6f8&vjs=3
Role: Front End UI Developer,RisamSoft,,06-12-2020,Collaborate with back-end web developers and programmers to improve usability.,https://in.indeed.com/rc/clk?jk=c4f3006212a976ac&fccid=b70ed2a433bd7dd8&vjs=3
Full stack developer - C# Angular,Siemens Technology and Services Private Limited,,08-12-2020,"Good knowledge in Web API, SOAP and REST service know how and well versed in MVC architecture.",https://in.indeed.com/rc/clk?jk=bf88fa21264f8463&fccid=3b89b9ec324f96c8&vjs=3
Senior Web Developer,TechKart Technologies,,06-12-2020,"An ideal candidate should be well rounded and comfortable in the front-end, server and database technologies.",https://in.indeed.com/rc/clk?jk=f7da542c791fb34d&fccid=6c364bf2712dad1b&vjs=3
Web Developer,Jireh Software Solutions,,06-12-2020,"We are looking for an experienced web professional in content management system, php, joomla, wordpress and drupal.",https://in.indeed.com/rc/clk?jk=e3cbf6a9bd307ab2&fccid=c1925a3cacd12efc&vjs=3
Full Stack Web Developer,Marvylogic,,06-12-2020,0.6 yrs of work experience in web Development.,https://in.indeed.com/rc/clk?jk=1743a81079ec0afb&fccid=561cb7ec024d2a21&vjs=3
Consumer Technology - Front End Developer,Goldman Sachs,,06-12-2020,Experience integrating with Restful web services.,https://in.indeed.com/rc/clk?jk=eee2deb8c162b77f&fccid=16a97ed26c75bf2d&vjs=3
HTML FRONTEND DEVELOPER,Flexiventures Private Limited,,06-12-2020,"PROJECT DESCRIPTION: HTML5, CSS3, Angular JS and Java Script - Min 5 years’ experience Develop new user-facing features Build reusable code and libraries for…",https://in.indeed.com/rc/clk?jk=66a3a95dadf08af3&fccid=b5bdcde03e8d95b5&vjs=3
Web UI Developer,HR Factor,"INR 8,00,000 - INR 15,00,000 a year",06-12-2020,Should have minimum 3+ years Core Programming Experience in JavaScript.,https://in.indeed.com/rc/clk?jk=8415e5c8b43ac30f&fccid=dd616958bd9ddc12&vjs=3
PHP Programming Language Application Developer,Accenture,,01-12-2020,"About Accenture: Accenture is a leading global professional services company, providing a broad range of services in strategy and consulting, interactive,…",https://in.indeed.com/rc/clk?jk=a9c83483fa0c0edb&fccid=a4e4e2eaf26690c9&vjs=3
PHP Developer (5 Years),CognitiveClouds,,04-12-2020,"I’m looking forward to your quick response with your updated CV, your current company, current ctc and expected ctc, notice period if any, to discuss the…",https://in.indeed.com/rc/clk?jk=2b46c1e3400ef289&fccid=6807e97bb2ebd8ad&vjs=3
Front-End Developer,247 Commerce,,06-12-2020,A passion for front-end architecture as well as a driven attitude towards learning new web technologies.,https://in.indeed.com/rc/clk?jk=cdfe03b65b9dbffc&fccid=a762e953be579a3b&vjs=3
Web Apps Developer,Polaris Inc.,,08-12-2020,"Experience building cross browser applications using development technologies including web services, JavaScript, DHTML, XML and CSS.",https://in.indeed.com/rc/clk?jk=a2cbd610accc5421&fccid=5b39e0f312387dad&vjs=3
Spring Boot Developer,Terralogic Vietnam,,06-12-2020,"Springboot development, Core Java & concepts around dependent technologies for web based applications.",https://in.indeed.com/rc/clk?jk=9108f944e130c154&fccid=45980a929e9d6ab1&vjs=3
DotNet MVC Developer,Gainwell Technologies,,03-12-2020,"Ability to write lengthy procedural, step-based narrative test materials including the necessary testbed set-up steps.",https://in.indeed.com/rc/clk?jk=5773ef45324ee505&fccid=fc5050a2f66dd83b&vjs=3
Drupal Developer,netiapps,,06-12-2020,"Mastery of web fundamentals HTML/CSS, strong knowledge of JavaScript.",https://in.indeed.com/rc/clk?jk=8b59baf36280606c&fccid=4a66b64abe562bbc&vjs=3
UI Path & RPA Developer,Menorah Personnel Management India Private,,06-12-2020,"Develops new processes/tasks/objects using core workflow principles that are efficient, well structured, maintainable and easy to understand.",https://in.indeed.com/rc/clk?jk=21e9f626ff6827cc&fccid=9c533b6b2b321211&vjs=3
Full Stack Application Developer,IBM,,07-12-2020,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…",https://in.indeed.com/rc/clk?jk=0671c457938afefd&fccid=de71a49b535e21cb&vjs=3
UI Mobile/Web Developer,Luxoft,,06-12-2020,"The candidate will be required to work closely with the Development Manager, Project Manager, and a team of developers.",https://in.indeed.com/rc/clk?jk=54bfc9afe9b420de&fccid=4b841d912d46e4fd&vjs=3
DotNet Azure Developer,Siemens Healthineers India LLP,,08-12-2020,Design and develop application features as per the requirement from the Product Owner (PO).,https://in.indeed.com/rc/clk?jk=84751da580d5bfcc&fccid=3b89b9ec324f96c8&vjs=3
Lamp Stack Developer,Itcan,,08-12-2020,"Design, development,and implementation of high-quality web applications, tools and data services tomeet project requirements.",https://in.indeed.com/rc/clk?jk=498907f7d9aaaf33&fccid=57c2f9819e681aee&vjs=3
Web Designer,Two-T Technologies,,06-12-2020,Artistic Knowledge of web designs and layouts.,https://in.indeed.com/rc/clk?jk=e44a182bc66d6d1d&fccid=d5afd662fb848cb9&vjs=3
UI Developer,Terralogic Vietnam,,06-12-2020,Able to speak to UI design patterns and architecture.,https://in.indeed.com/rc/clk?jk=4c56e9be302cdf6b&fccid=45980a929e9d6ab1&vjs=3
"Lead Web Developer (Bangalore, India)",THIS IS! Digital Media Group,,08-12-2020,Design and write code for web/mobile applications that scale to high-volume production quality.,https://in.indeed.com/rc/clk?jk=38aaabf99fe4fc2f&fccid=2e0b3708f1beed22&vjs=3
Senior Front-End Web Developer,Liventus,,06-12-2020,Develop functional and appealing web and mobile-based applications based on usability best practices.,https://in.indeed.com/rc/clk?jk=bdf23d0aa20e18f6&fccid=9b2b8770d24effb2&vjs=3
Web Developer - Frontend,Property Angel,,06-12-2020,Good understanding of web application security and most common attack vectors & controls.,https://in.indeed.com/rc/clk?jk=65ecaf57fd0043fa&fccid=ef630d87c49dc3b0&vjs=3
Junior Wordpress Developer,Appriffy-Digital IT Hub,,06-12-2020,Experience building user interfaces for websites and or web applications.,https://in.indeed.com/rc/clk?jk=3f7fa2a0eff928f8&fccid=f3037b492bfba40b&vjs=3
Test Developer - Manual and Test Automation,Siemens Healthineers India LLP,,08-12-2020,Enterprise class web-based applications.,https://in.indeed.com/rc/clk?jk=12e3089647dea4f4&fccid=3b89b9ec324f96c8&vjs=3
Software Developer,HR Factor,"INR 15,00,000 a year",05-12-2020,"Design, development and testing of web applications and services following best practices Work closely with design & product to craft great product experiences…",https://in.indeed.com/rc/clk?jk=2e962badfadb0cac&fccid=dd616958bd9ddc12&vjs=3
Backend Web Developer,ABB,,05-12-2020,"NET, .NET Core, WebAPI, Unit Testing (Nunit/Xunit), XML, LINQ , design patterns with minimum 1 year of experience in Azure and cloud development.",https://in.indeed.com/rc/clk?jk=9c95e0b380f7d0c8&fccid=38b4474838e7b7a1&vjs=3
Stress Engineers,All Web Design,,06-12-2020,JOB CODE : R078-0412-12103-SE.,https://in.indeed.com/rc/clk?jk=8dea9388822187d6&fccid=26dcb1c93f9cb9da&vjs=3
Lamp Stack Developer,Itcan,,08-12-2020,"Design, development,and implementation of high-quality web applications, tools and data services tomeet project requirements.",https://in.indeed.com/rc/clk?jk=498907f7d9aaaf33&fccid=57c2f9819e681aee&vjs=3
Python/Django Developer ,GladMinds Solutions,,07-12-2020,2+ years of engineering experience with a proven track record of building consumer web and mobile applications or services.,https://in.indeed.com/rc/clk?jk=4ef4b1dc0377ddb9&fccid=930c58826c3d2ae5&vjs=3
React Developer,i-exceed technology solutions private limited,,06-12-2020,Our service offering in the industry include: - Core Banking Transformation - Performance Management - Testing and Validation - Requirement Management and…,https://in.indeed.com/rc/clk?jk=89cbd4a0ebe3f35d&fccid=9d92e28486719b73&vjs=3
"Lead Web Developer (Bangalore, India)",THIS IS! Digital Media Group,,08-12-2020,Design and write code for web/mobile applications that scale to high-volume production quality.,https://in.indeed.com/rc/clk?jk=38aaabf99fe4fc2f&fccid=2e0b3708f1beed22&vjs=3
Senior Front-End Web Developer,Liventus,,06-12-2020,Develop functional and appealing web and mobile-based applications based on usability best practices.,https://in.indeed.com/rc/clk?jk=bdf23d0aa20e18f6&fccid=9b2b8770d24effb2&vjs=3
Web Developer - Frontend,Property Angel,,06-12-2020,Good understanding of web application security and most common attack vectors & controls.,https://in.indeed.com/rc/clk?jk=65ecaf57fd0043fa&fccid=ef630d87c49dc3b0&vjs=3
Junior Wordpress Developer,Appriffy-Digital IT Hub,,06-12-2020,Experience building user interfaces for websites and or web applications.,https://in.indeed.com/rc/clk?jk=3f7fa2a0eff928f8&fccid=f3037b492bfba40b&vjs=3
Test Developer - Manual and Test Automation,Siemens Healthineers India LLP,,08-12-2020,Enterprise class web-based applications.,https://in.indeed.com/rc/clk?jk=12e3089647dea4f4&fccid=3b89b9ec324f96c8&vjs=3
Software Developer,HR Factor,"INR 15,00,000 a year",05-12-2020,"Design, development and testing of web applications and services following best practices Work closely with design & product to craft great product experiences…",https://in.indeed.com/rc/clk?jk=2e962badfadb0cac&fccid=dd616958bd9ddc12&vjs=3
MicroStrategy Developer,Lancet India,,06-12-2020,Knowledge on best practices on MicroStrategy.,https://in.indeed.com/rc/clk?jk=b5e256e45cad4fc9&fccid=a6be3626c0ef79d0&vjs=3
Backend Web Developer,ABB,,05-12-2020,"NET, .NET Core, WebAPI, Unit Testing (Nunit/Xunit), XML, LINQ , design patterns with minimum 1 year of experience in Azure and cloud development.",https://in.indeed.com/rc/clk?jk=9c95e0b380f7d0c8&fccid=38b4474838e7b7a1&vjs=3
"Infrastructure and Developer Operations Architect, Professional Services, Cloud",Google,,07-12-2020,"Together with the team, you will support customer implementation of Google Cloud products through architecture guidance, best practices, data migration,…",https://in.indeed.com/rc/clk?jk=bb0d052231abc807&fccid=a5b4499d9e91a5c6&vjs=3
Java Developer,Siemens Healthineers India LLP,,08-12-2020,Software development including bug fixes and new functionality.,https://in.indeed.com/rc/clk?jk=8e35342f208a4678&fccid=3b89b9ec324f96c8&vjs=3
Backend Developer- Nodejs,MNR Solutions Private Limited,"INR 3,00,000 - INR 9,00,000 a year",06-12-2020,"Services, Insurance, Retail, Telco, Utilities, Retail, Manufacturing, Education.",https://in.indeed.com/rc/clk?jk=3c66ed1146df84c4&fccid=08569f05809b4e4c&vjs=3
Web Developer,Klaus It Solutions Private Limited,,08-12-2020,"The application is used across laboratories to document testing data in real time, in a highly regulated industry.",https://in.indeed.com/rc/clk?jk=1f762e7b00b7b0e6&fccid=13db5ef49b863160&vjs=3
Web UI/UX designer and developer,iBux Business Solutions,,06-12-2020,Awareness of other web development tools would be an added bonus.,https://in.indeed.com/rc/clk?jk=04b7afba64d98e02&fccid=204583fea0d4ed5e&vjs=3
UI Developer,Eka Software Solution,,06-12-2020,"Proficient understanding of Mobile as well as web markup, including HTML5.",https://in.indeed.com/rc/clk?jk=2bba6648f699cdd5&fccid=1056d48a3db0b405&vjs=3
Web Developer,Adroitte,,06-12-2020,"Independent and responsible for the design and development of web pages, graphics, multimedia, GUIs.",https://in.indeed.com/rc/clk?jk=7641889c4df44136&fccid=29518be103a476a3&vjs=3
Front End Developer,Morgan Stanley,,06-12-2020,The common UI team manages a front-end library of shared components and services that is used across our web and mobile applications.,https://in.indeed.com/rc/clk?jk=022c82bcdea86b0b&fccid=0c39fb2c91742dcf&vjs=3
NodeJS Developer,Vibrant Info,,06-12-2020,"Experience working with Google web services, Docker, AWS Lambda (orequivalent), and Serverless capabilities.",https://in.indeed.com/rc/clk?jk=e487ea25a397b8b4&fccid=b6cca973ac1c2355&vjs=3
UI Developer,Nuvodev,,06-12-2020,"Expert knowledge of HTML 4.0, XHTML, CSS and JavaScript; strong knowledge of web standards is a must.",https://in.indeed.com/rc/clk?jk=7d3eafb9933d532f&fccid=d766de197b447346&vjs=3
Web App Developers,World Vision Softek,,06-12-2020,"Object oriented programming in PHP, Cakephp / Codeigniter / Laravel, MySQL / Mongo DB / NoSQL, Twitter Bootstrap, AJAX, JSON, XML, Rest APIs.",https://in.indeed.com/rc/clk?jk=e921a739e128e4a0&fccid=f4caa77e56b407c5&vjs=3
Python Developer,Codingmart Technologies,,06-12-2020,"Python Developer responsibilities include writing and testing code, debugging programs and integrating applications with third-party web services.",https://in.indeed.com/rc/clk?jk=862c46924113dac9&fccid=ca6196b67afdcca3&vjs=3
NodeJS Developer,Nexia Digital,,06-12-2020,Experience in scaling large high transaction volume web services.,https://in.indeed.com/rc/clk?jk=061ca1fe8078e344&fccid=4d2c534ab13a0b73&vjs=3
Application Developer: Experience Front End,IBM,,08-12-2020,Translate graphic visual and interactive designs into the presentation layer for highly interactive web and mobile applications using responsive design and…,https://in.indeed.com/rc/clk?jk=791d6f01c885ffc1&fccid=de71a49b535e21cb&vjs=3
Dotnet Developer,Sage IT India,,06-12-2020,Knowledge and experience of working on responsive web design.,https://in.indeed.com/rc/clk?jk=bca7279a195b187f&fccid=e4abde6aba405eb8&vjs=3
Angular Developer,Eka Software Solution,,06-12-2020,"Very strong hands on experience of web and mobile technologies: - HTML JavaScript, HTML5/CSS3,.",https://in.indeed.com/rc/clk?jk=80975c8d9564e88d&fccid=1056d48a3db0b405&vjs=3
Front End Developer,Fluke,,06-12-2020,"Responsibilities: • Develop our highly scalable React front-end integrate with our AWS micro-services stack • Develop and maintain internal tools for analytics,…",https://in.indeed.com/rc/clk?jk=f5a1bb17f290d93f&fccid=729eb000fb24b6d7&vjs=3
Requirement : Web Developer with Front End & Backend,LaanTek Solutions,,06-12-2020,Requirement for Full Stack Developer.,https://in.indeed.com/rc/clk?jk=3571cf80579dad5b&fccid=34ecafdff792b361&vjs=3
Angular Developer,Rapyder Cloud Solutions,,06-12-2020,"Angular Developers are responsible for developing and designing front end web architecture, ensuring the responsiveness of applications and working alongside…",https://in.indeed.com/rc/clk?jk=643875a74565781b&fccid=a564d54e2f188f5a&vjs=3
UI/UX Developer,SISA,,08-12-2020,Experience with web and mobile app design.,https://in.indeed.com/rc/clk?jk=94f7cc8b08cd0627&fccid=bd94feacebfb2215&vjs=3
Web/CMS Developers,World Vision Softek,,06-12-2020,"HTML 5, CSS 3, JavaScript, jQuery, Responsive Design (Media Queries), Bootstrap, WordPress, Joomla, Drupal, Magento, Opencart, PHP, MySQL.",https://in.indeed.com/rc/clk?jk=fd5fd88e56735dcd&fccid=f4caa77e56b407c5&vjs=3
